filename,sha256,width,height,format,query,title,source,image_url,page_url
weed_pen_00073.jpg,cb1d2c21e9a6377c666135aecaaeb5ee05a316620b587eb0df9b1ac4b4b25940,1200,1199,avif,weed vape cartridge,Capital Cannabis 1g BLACKBERRY KUSH Flavored Distillate Cartridge 1g ...,treasurevalleycannabis.com,https://images.dutchie.com/f4246040aebb73b755fc1ce76ec57d0b?w=1200&auto=format,https://www.treasurevalleycannabis.com/product/capital-cannabis-1g-blackberry-kush-flavored-distillate-cartridge-6824e92548093c0007768437/
weed_pen_00074.jpg,bd2af736aba1039164c58ea52ecc32fcebe0fe65fbe9de67fd72c371acbcc6e3,1200,854,avif,weed vape cartridge,Bobsled 1g STRAWBERRY GARY Live Resin Vape Cartridge 1g Vaporizers ...,treasurevalleycannabis.com,https://images.dutchie.com/vaporizer-stock-1-v1.jpg?w=1200&auto=format,https://www.treasurevalleycannabis.com/product/bobsled-1g-strawberry-gary-live-resin-vape-cartridge-67ae2f71be7493000714be81/
weed_pen_00075.webp,c7fd3e5fc505e9128edbf4f191178efa19d59ba30765f676f5a4b924b219e886,1080,1080,webp,weed vape cartridge,510 Thc Vape Cartridge Canada Best Prices | www.oceanproperty.co.th,oceanproperty.co.th,https://bcweededible.net/wp-content/uploads/2022/08/Eden-thc-vape-carts.jpg,https://www.oceanproperty.co.th/?q=510-thc-vape-cartridge-canada-e-JNwYqQHD
weed_pen_00076.webp,46d1e2a2e46390409b59752dec6b2f6eb75a4b0030dd1923612938e0df557d80,2000,2000,webp,weed vape cartridge,"Shop Cannabis Vape in Hemet | The Cake House Hemet Dispensary Hemet, CA",cakehousecannabis.com,https://product-assets.iheartjane.com/photos/2c/a2/2ca23e22-3c39-4513-b168-220e01d88e68.png,https://cakehousecannabis.com/order-weed/vape
weed_pen_00077.jpg,66c632ed9c5a4e79d39babca13acb18b571d9afdb28d56f6a5276f6e7d8f394b,1812,2022,jpeg,weed vape cartridge,THC Weed Carts & Vape Cartridges: A Complete Guide,kurvana.com,https://kurvana.com/wp-content/uploads/2021/03/find_it_kpenv2.jpg,https://kurvana.com/thc-cartridges/
weed_pen_00078.jpg,89bb8f056e1c0135d46d2788056b7f25073d8886997ff1fe8b9d60b774476421,1200,1220,avif,weed vape cartridge,Entourage Cannabis 1g GORILLA GUSHERS LR Vape Cartridge 1g Vaporizers ...,treasurevalleycannabis.com,https://images.dutchie.com/0acf9365a42300ee7f50f9abda7eac09?w=1200&auto=format,https://www.treasurevalleycannabis.com/product/entourage-cannabis-1g-gorilla-gushers-lr-vape-cartridge-66b121120b6a150007e91ad7/
weed_pen_00079.png,c82136157ffdb1bd04a93c0a0d36e8b498ea1ce974d00d56171cbe88d15a4219,980,735,avif,weed vape cartridge,Washington DC's Top Five THC Vape Cartridges - 2023 Edition,tokersguide.com,"https://static.wixstatic.com/media/a63580_135a163cd13249df8be167299a91cb2d~mv2.png/v1/fill/w_980,h_735,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/a63580_135a163cd13249df8be167299a91cb2d~mv2.png",https://www.tokersguide.com/post/washington-dc-s-top-five-thc-vape-cartridges-2023-edition
weed_pen_00080.jpg,669563721b1769ee16268c54490dea140209a8e926ddd63011fbede7b026b128,867,866,jpeg,weed vape cartridge,510 Cartridges | Clean Vaping by TribeTokes,tribetokes.com,https://tribetokes.com/wp-content/uploads/2024/02/THCa-Carts.jpg,https://tribetokes.com/510-cartridges/
weed_pen_00081.jpg,e8968cac8be02ae3aed26db1e142b2bd1cbe283dcd20d51607d4616abcf7f034,1000,497,jpeg,weed vape cartridge,An Introduction to Vaporizers - CLOVR Cannabis,clovrcannabis.com,https://www.clovrcannabis.com/wp-content/uploads/2023/08/marjuana-oil-cartridge-for-refillable-vape-pens.jpg,https://www.clovrcannabis.com/an-introduction-to-vaporizers/
weed_pen_00082.jpg,6a362e41bd8d40af62d813354e2370ba94a2ceed7b9802f6c6f11e2207df0fda,1024,1024,avif,weed vape cartridge,The five best cannabis vape cartridges | Leafly,Leafly,https://leafly-cms-production.imgix.net/wp-content/uploads/2021/06/30095206/Raw-Garden-full-gram-cart-with-box-Courtesy-Raw-Garden-1024x1024.jpg?auto=format,https://www.leafly.com/news/strains-products/best-cannabis-vape-cartridges
weed_pen_00083.jpg,d2caf00c2e2ad99be194352764b41e63b793354e04180e45956f4f732381ba40,1500,900,jpeg,weed vape cartridge,How much is actually a Pound of Weed? - YouVeda,youveda.com,https://thefreshtoast.com/wp-content/uploads/2019/09/legal-marijuana-users-have-stopped-buying-vapes-following-illness-epidemic.jpg,https://www.youveda.com/how-much-is-actually-a-pound-of-weed/
weed_pen_00084.jpg,b5e8746f74f8c487b93d637d671c95e9d2ea7600a1b9aa4b0067f86abcd176cd,1200,986,avif,weed vape cartridge,Sessions Cannabis Extract 1g WHISKEY RIVER Cured Resin All-In-One Vape ...,treasurevalleycannabis.com,https://images.dutchie.com/21e65459490080ddd8dd75bfd7ebd3bd?w=1200&auto=format,https://www.treasurevalleycannabis.com/product/sessions-cannabis-extract-1g-whiskey-river-cured-resin-all-in-one-vape-cartridge-67b9eeebf288da0007155137/
weed_pen_00085.jpg,58edcce5a9d4290586eed6ad8da15b82a2336188e8efcb88d7b0dd16509313e0,1000,1000,jpeg,weed vape cartridge,Weed Vape Shop | Late Night THC Cartridges - Emerald Fields,emeraldfields.com,https://uploads.iheartjane.com/uploads/b56b5673-6671-4ef9-9136-e3bd89e14050.jpeg,https://emeraldfields.com/vape/
weed_pen_00086.jpg,cc023492ff813924e2aa1cfa4b35a9d17bc8c39336c77fa3e9c94d819fb96b67,5616,3744,jpeg,weed vape cartridge,Everything you need to know about pre-filled oil vape cartridges | Leafly,Leafly,https://d3atagt0rnqk7k.cloudfront.net/wp-content/uploads/2017/10/17115412/vapes-1A.jpg,https://www.leafly.com/news/strains-products/what-are-pre-filled-cannabis-oil-vape-cartridges
weed_pen_00087.webp,979748a48ed0611b27be344354c29af6cda952be7c76964ba770be8a6eb5ff6a,2500,2101,webp,weed vape cartridge,Different Types of Cannabis Vape Cartridges — Hashtag Cannabis,seattlehashtag.com,https://images.squarespace-cdn.com/content/v1/599cd4b8be6594696a8970a6/a8896eec-b5fd-4a06-85bd-345968be35e7/Vape+cart+group+(1).JPG,https://seattlehashtag.com/blog/different-types-of-cannabis-vape-cartridges
weed_pen_00088.png,bd3f92d793470da33d1ea98a341991702be5f87de0e71cce43187fbb28648df0,1024,869,png,weed vape cartridge,"Buy Premium Cart Batteries | Vape Pens for Weed | THC, CBD, D8",tribetokes.com,https://tribetokes.com/wp-content/uploads/2023/02/Batteries_one-of-each-1-1024x869.png,https://tribetokes.com/vape-batteries/
weed_pen_00089.jpg,d9c8f50744518ab0f2eb707f41c71dc8ef60aff4e86a5ba574ceb3ad2b92623b,1024,1024,jpeg,weed vape cartridge,Weed Me Max - Pear & Kiwi 1g Vape Cartridge | NUMO Cannabis,numocannabis.com,https://www.numocannabis.com/wp-content/uploads/2025/02/cnv4bx6qgiznaih1z9y2.jpg,https://www.numocannabis.com/product/weed-me-pear-kiwi-1g-vape-cartridge/
weed_pen_00090.jpg,ea77b3d408bc08a3eaaa63aa9ec3eac34b2c03f6f47ed9bb6416212ebbfc252d,600,450,jpeg,weed vape cartridge,What is a Cart? The Complete Guide to Weed Vape Cartridges - UBC Vape ...,blogs.ubc.ca,http://blogs.ubc.ca/vape/files/2024/02/what-is-a-cart.jpg,https://blogs.ubc.ca/vape/cart/what-is-a-cart.html
weed_pen_00091.jpg,25e89efdd3f75555458d0df380f091042c84d57f19543dfa6b968d163bac3d01,2560,1440,jpeg,weed vape cartridge,Cannabis Vape Cartridges: What They Are & Workings,inyolasvegas.com,https://inyolasvegas.com/wp-content/uploads/2024/03/shutterstock_1280554069-scaled.jpg,https://inyolasvegas.com/blog/what-is-a-cannabis-vape-cartridge-and-how-do-they-work/
weed_pen_00092.jpg,629f6e35cb1816b584f31b4306b7033abea9f872e1fbcf0b6be7f99d80e05f93,1200,800,jpeg,weed vape cartridge,Black market THC cartridges sold as ‘Dank Vapes’ tied to illness ...,The Chicago Sun-Times,https://cdn.vox-cdn.com/thumbor/uT-tZUGfDOnB2EZG6WiWiG9L4NE=/0x0:3000x2000/1200x800/filters:focal(1260x760:1740x1240)/cdn.vox-cdn.com/uploads/chorus_image/image/65343685/AP19270708738931.0.jpg,https://chicago.suntimes.com/2019/9/27/20887875/illinios-thc-marijuana-dank-vapes
weed_pen_00093.webp,e941fbde50576d30be1670d56808de6aa160c3127291a89fda152dcc8ab121f4,2500,2500,webp,weed vape cartridge,Different Types of Cannabis Vape Cartridges — Hashtag Cannabis,seattlehashtag.com,https://images.squarespace-cdn.com/content/v1/599cd4b8be6594696a8970a6/1668724061657-MWRNGTM2N6XBDJBBE77U/DSC_0007+(1).JPG,https://www.seattlehashtag.com/blog/different-types-of-cannabis-vape-cartridges
weed_pen_00094.jpg,3b757110b787d1b74a4ffa7130445598b37892ecad5a9bd89b6e35607a9037db,1200,800,jpeg,weed vape cartridge,THC Carts - The OG of Cannabis Vape Products - 3CHI,3chi.com,https://www.3chi.com/wp-content/uploads/2024/03/thc-carts-featured-image-1200x800.jpeg,https://www.3chi.com/blog/thc-carts/
weed_pen_00095.jpg,ada34445f6c0a9012e4495e2924dcfbbb6ab9c1749ce25fb33701e108f59f0bd,1536,1024,jpeg,weed vape cartridge,THC Weed Carts & Vape Cartridges: A Complete Guide,kurvana.com,https://kurvana.com/wp-content/uploads/2021/03/IMG_0355-1536x1024.jpg,https://kurvana.com/thc-cartridges/
weed_pen_00096.webp,570e2a666c624960b3787d96d42ea288cafc4e93fb9a17588e247464c637059a,2560,1707,webp,weed vape cartridge,"Medical & Adult-Use Dispensaries in PA, OH and MA | Ethos Cannabis",ethoscannabis.com,https://ethoscannabis.com/wp-content/uploads/2024/03/Exploring-Eleven-Cannabis-Vape-Cartridges-scaled.jpeg,https://ethoscannabis.com/
weed_pen_00097.webp,b1ec9408664b2c9281aea388b14982e8b8577295fffcc810a7a9fe2738b40114,2000,2000,webp,weed vape cartridge,You Pick 3: THCa Carts | Live Resin Vape Cartridges - TribeTokes,tribetokes.com,https://cdn.shortpixel.ai/spai/q_lossy+ex_1+ret_img+to_webp/tribetokes.com/wp-content/uploads/2024/02/THCa-Carts_3-Pack-Hero-Image.jpg,https://tribetokes.com/product-item/thca-carts-you-pick-3/
weed_pen_00098.jpg,fcef709424dfce86c8f38c5a721c31011bd39e918e7c6755b2b65358bbc72838,1920,1080,jpeg,weed vape cartridge,America’s top THC carts and pods of 420 ’23 | Leafly,www.leafly.com,https://leafly-cms-production.imgix.net/wp-content/uploads/2023/04/07110329/Ed-420-Best-Carts-v1.jpg?auto=compress,https://www.leafly.com/news/strains-products/420-best-thc-vape-carts-pods-2023
weed_pen_00099.jpg,c3d292a555f98ca8c2a4afa1b75ead347c339079b2a8ad88cc47a3754983f95f,1921,1201,jpeg,weed vape cartridge,"The Past, Present, and Future of Cannabis Oil Vaporizer Cartridges | Leafly",Leafly,https://d3atagt0rnqk7k.cloudfront.net/wp-content/uploads/2018/02/21141315/cannabis-oil-vape-carts-1.jpg,https://www.leafly.com/news/strains-products/the-past-present-and-future-of-cannabis-oil-vaporizer-cartridges
weed_pen_00100.jpg,acfb021a46df980dd66359bb524f01f7ee519185061dd2ff5916bd62e02656ca,961,1000,jpeg,weed vape cartridge,Weed Vape Shop | Late Night THC Cartridges - Emerald Fields,emeraldfields.com,https://uploads.iheartjane.com/uploads/76d70806-8434-49a5-97bc-258fa1d5d256.jpg,https://emeraldfields.com/vape/
